,location,BHK,total_sqft,bath,price,encoded_loc
546,others,2,1230.0,2.0,43.48,230
547,Abbigere,2,985.0,2.0,40.39,10
548,Tindlu,3,1500.0,2.0,87.0,213
549,Electronic City,2,1125.0,2.0,32.49,74
550,others,2,950.0,2.0,44.0,230
551,Kothanur,3,1580.0,3.0,76.0,146
552,Hennur Road,3,2264.0,3.0,159.0,96
553,Kammasandra,2,810.0,2.0,24.5,125
554,others,2,1045.0,2.0,45.0,230
555,Hebbal,2,1337.0,2.0,82.0,92
556,Begur Road,3,1500.0,2.0,54.0,39
557,Whitefield,3,1640.0,4.0,91.0,224
558,others,3,1570.0,3.0,62.0,230
559,Gubbalala,3,1470.0,2.0,82.0,84
560,Kengeri,2,1160.0,2.0,40.61,135
561,7th Phase JP Nagar,2,1050.0,2.0,71.0,6
562,Bannerghatta Road,3,1460.0,2.0,90.0,34
563,Hulimavu,3,1823.0,3.0,100.0,105
564,Electronic City,2,1094.0,2.0,42.0,74
565,Budigere,2,1153.0,2.0,57.0,52
566,others,3,1325.0,3.0,57.0,230
567,others,4,1200.0,3.0,85.0,230
568,Jakkur,3,1590.0,2.0,125.0,110
569,others,2,1202.0,2.0,48.0,230
570,Haralur Road,2,1202.0,2.0,53.0,90
571,others,2,1200.0,2.0,62.5,230
572,Panathur,3,1688.0,3.0,118.0,180
573,Kaval Byrasandra,2,1020.0,2.0,52.0,133
574,Sarjapur,2,1185.0,2.0,47.0,193
575,Ramagondanahalli,2,1235.0,2.0,52.04,187
576,Banashankari,2,1077.0,2.0,37.64,26
577,Kengeri Satellite Town,3,1415.0,2.0,66.0,136
578,EPIP Zone,3,2330.0,3.0,162.0,73
579,Whitefield,2,805.0,2.0,35.0,224
580,others,1,425.0,1.0,20.03,230
581,Whitefield,2,1155.0,2.0,59.95,224
582,Anekal,2,656.0,2.0,22.0,17
583,others,2,1100.0,2.0,48.0,230
584,Mahadevpura,2,1150.0,2.0,52.0,156
585,Whitefield,3,2280.0,4.0,126.0,224
586,Hegde Nagar,2,1341.0,2.0,97.0,94
587,Jakkur,2,1279.0,2.0,77.0,110
588,Electronic City Phase II,4,2225.0,4.0,98.88,75
589,Thanisandra,2,1185.0,2.0,43.51,209
590,others,3,1750.0,3.0,85.0,230
591,Kudlu,2,1152.0,2.0,53.5,147
592,Varthur Road,4,2760.0,4.0,155.0,218
593,5th Phase JP Nagar,2,1070.0,2.0,39.0,4
594,Uttarahalli,2,1101.0,2.0,45.0,216
595,others,2,775.0,2.0,55.0,230
596,Yeshwanthpur,1,667.0,1.0,36.85,229
597,Electronic City,2,1070.0,2.0,55.0,74
598,Old Airport Road,3,1875.0,2.0,110.0,176
599,Kundalahalli,2,735.0,2.0,57.99,150
600,Koramangala,3,1750.0,3.0,130.0,144
601,Marathahalli,2,1215.0,2.0,67.0,161
602,Vishwapriya Layout,2,820.0,2.0,30.0,222
603,Banashankari Stage VI,2,1177.5,2.0,59.935,30
604,Battarahalli,3,1779.0,3.0,89.61,37
605,others,2,1105.0,2.0,58.0,230
606,others,1,1576.0,2.0,93.0,230
607,Whitefield,3,1650.0,3.0,60.0,224
608,Cox Town,3,1975.0,3.0,150.0,62
609,Kammasandra,2,674.0,2.0,33.0,125
610,Kaggadasapura,2,1185.0,2.0,41.0,118
611,Thanisandra,1,445.0,1.0,28.0,209
612,HSR Layout,3,1475.0,3.0,75.0,89
613,Gottigere,3,1618.0,3.0,82.5,82
614,Koramangala,2,1120.0,2.0,65.0,144
615,Marathahalli,4,2181.0,3.0,152.0,161
616,Vidyaranyapura,4,1200.0,4.0,90.0,219
617,Bannerghatta Road,3,1556.0,2.0,59.13,34
618,Bannerghatta Road,2,1179.0,2.0,66.02,34
619,Thanisandra,2,1296.0,2.0,83.0,209
620,Kaggadasapura,2,1275.0,2.0,52.0,118
621,Kathriguppe,3,1400.0,2.0,77.0,132
622,Gottigere,2,1222.0,2.0,63.0,82
623,Electronic City,2,940.0,2.0,41.0,74
624,Thanisandra,2,1185.0,2.0,42.6,209
625,Tumkur Road,3,1779.0,3.0,112.0,214
626,Begur Road,3,1615.0,3.0,59.76,39
627,Haralur Road,2,1056.0,2.0,61.0,90
628,7th Phase JP Nagar,2,1100.0,2.0,46.0,6
629,Arekere,2,920.0,2.0,40.0,20
630,others,3,1602.0,2.0,75.0,230
631,Padmanabhanagar,2,1176.0,2.0,62.0,178
632,Kasavanhalli,3,1717.0,3.0,99.0,130
633,Bhoganhalli,4,2119.0,4.0,111.0,43
634,Vittasandra,2,1246.0,2.0,67.3,223
635,Anandapura,2,1141.0,2.0,42.79,15
636,Hennur Road,2,1157.0,2.0,84.0,96
637,Yelahanka New Town,1,650.0,1.0,33.0,227
638,Hebbal,2,1349.0,2.0,98.0,92
639,others,3,1566.0,3.0,83.3,230
640,Sahakara Nagar,4,2830.0,3.0,195.0,190
641,Electronic City,3,1320.0,2.0,38.13,74
642,others,3,1780.0,3.0,84.83,230
643,Varthur,2,1091.0,2.0,34.9,217
644,Rachenahalli,4,3670.0,4.0,300.0,183
645,7th Phase JP Nagar,2,918.0,2.0,50.49,6
646,Yeshwanthpur,4,1950.0,4.0,130.0,229
647,Panathur,3,1695.0,3.0,90.0,180
648,Yelahanka,3,1705.0,3.0,95.0,226
649,Kalyan nagar,3,1375.0,3.0,75.0,122
650,Kanakpura Road,1,525.0,1.0,30.0,127
651,Whitefield,2,1447.0,2.0,83.0,224
652,Thanisandra,2,1114.0,2.0,39.0,209
653,7th Phase JP Nagar,3,1450.0,2.0,100.0,6
654,others,2,1022.0,2.0,40.0,230
655,Hebbal,2,1000.0,2.0,45.0,92
656,Electronic City,2,1128.0,2.0,68.75,74
657,Kanakpura Road,2,1180.0,2.0,57.0,127
658,Kanakpura Road,2,1339.0,2.0,75.0,127
659,Yelachenahalli,3,1400.0,2.0,55.0,225
660,7th Phase JP Nagar,2,1040.0,2.0,39.52,6
661,Kadugodi,2,1198.0,2.0,58.0,117
662,others,4,1200.0,3.0,95.0,230
663,Sarjapur  Road,3,1691.0,3.0,113.0,194
664,Bisuvanahalli,3,1075.0,3.0,36.0,46
665,8th Phase JP Nagar,3,1240.0,3.0,43.5,7
666,Bannerghatta Road,2,1122.5,2.0,58.935,34
667,Mallasandra,3,1665.0,3.0,86.58,158
668,Marathahalli,3,2489.0,3.0,94.0,161
669,Brookefield,2,1142.0,2.0,70.0,51
670,Kothannur,3,1853.0,3.0,82.0,145
671,Kasturi Nagar,2,1567.0,2.0,92.0,131
672,Electronics City Phase 1,2,1175.0,2.0,51.47,76
673,Subramanyapura,2,1200.0,2.0,52.0,205
674,Kodichikkanahalli,2,995.0,2.0,41.0,138
675,Magadi Road,2,884.0,2.0,41.1,155
676,Yeshwanthpur,2,1170.0,2.0,57.0,229
677,KR Puram,2,1225.0,2.0,46.55,115
678,Electronic City,2,1342.0,2.0,73.3,74
679,Uttarahalli,2,1345.0,2.0,67.0,216
680,Kodigehaali,3,1320.0,3.0,65.0,139
681,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,184
682,Battarahalli,2,1300.0,2.0,50.0,37
683,Hosa Road,3,1652.0,3.0,85.0,101
684,Thigalarapalya,3,2072.0,4.0,142.0,210
685,Arekere,3,1740.0,2.0,95.0,20
686,Electronic City,3,1360.0,2.0,71.0,74
687,Hosur Road,3,1145.0,2.0,60.0,104
688,Sarjapur  Road,2,1278.0,2.0,95.0,194
689,Electronic City Phase II,1,630.0,1.0,40.0,75
690,Kanakpura Road,3,1100.0,3.0,58.0,127
691,others,3,1200.0,3.0,95.0,230
692,Hosur Road,5,3300.0,5.0,240.0,104
693,Gunjur,3,1356.0,2.0,66.0,85
694,others,2,823.0,2.0,28.0,230
695,TC Palaya,3,1200.0,2.0,66.0,207
696,Ramamurthy Nagar,2,1050.0,2.0,37.0,188
697,others,2,1180.0,2.0,69.0,230
698,7th Phase JP Nagar,2,1070.0,2.0,42.79,6
699,Varthur,2,1385.0,2.0,80.0,217
700,Varthur,1,1000.0,1.0,70.0,217
701,Whitefield,3,1897.0,3.0,130.0,224
702,Magadi Road,2,1005.0,2.0,55.78,155
703,Green Glen Layout,3,1575.0,3.0,125.0,83
704,Subramanyapura,2,975.0,2.0,65.0,205
705,Hennur Road,3,1904.0,3.0,120.0,96
706,Kengeri Satellite Town,1,930.0,1.0,30.0,136
707,Electronic City Phase II,2,2400.0,3.0,150.0,75
708,Sarjapur  Road,3,2238.0,3.0,140.0,194
709,Harlur,2,1174.0,2.0,69.0,91
710,Thubarahalli,4,3800.0,4.0,239.0,211
711,Whitefield,3,2225.0,2.0,125.0,224
712,Jigani,2,918.0,2.0,52.0,113
713,Mahadevpura,2,1250.0,2.0,52.0,156
714,Sarjapur  Road,3,1800.0,3.0,110.0,194
715,Marathahalli,2,1170.0,2.0,53.0,161
716,Bannerghatta Road,2,793.0,2.0,45.0,34
717,Jakkur,3,1710.0,3.0,107.0,110
718,Kambipura,3,1082.0,2.0,57.5,123
719,others,2,1001.0,2.0,33.03,230
720,Yelahanka,3,1590.0,2.0,54.0,226
721,others,3,2400.0,2.0,80.0,230
722,Horamavu Banaswadi,3,1554.0,3.0,55.0,99
723,Thanisandra,2,1142.5,2.0,43.415,209
724,Konanakunte,2,884.0,1.0,58.0,143
725,Marathahalli,2,1019.0,2.0,49.86,161
726,Ambedkar Nagar,3,1935.0,4.0,130.0,13
727,Uttarahalli,3,1135.0,2.0,39.73,216
728,Kasavanhalli,3,1799.0,3.0,90.0,130
729,Whitefield,4,4348.5,2.0,304.0,224
730,Kundalahalli,2,1047.0,2.0,82.0,150
731,others,2,1282.0,2.0,87.0,230
732,NGR Layout,2,1020.0,2.0,45.9,167
733,Whitefield,2,1495.0,2.0,79.5,224
734,Kasavanhalli,4,3260.0,4.0,240.0,130
735,others,3,1611.0,2.0,64.44,230
736,others,3,1500.0,2.0,95.0,230
737,Sahakara Nagar,3,1500.0,2.0,95.0,190
738,Uttarahalli,3,1540.0,3.0,50.0,216
739,Hosa Road,3,1639.0,3.0,80.0,101
740,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,184
741,Brookefield,3,1440.0,2.0,68.0,51
742,Seegehalli,2,901.0,2.0,35.14,198
743,Sarjapur,3,900.0,2.0,42.0,193
744,others,2,1060.0,2.0,55.0,230
745,NGR Layout,2,1020.0,2.0,48.45,167
746,Varthur,3,1535.0,3.0,65.99,217
747,others,1,530.0,1.0,20.0,230
748,others,2,1350.0,2.0,80.0,230
749,Sarjapur  Road,2,1115.0,2.0,50.0,194
750,Uttarahalli,2,1175.0,2.0,47.0,216
751,Whitefield,2,1113.0,2.0,62.0,224
752,Giri Nagar,2,650.0,2.0,42.0,80
753,Marathahalli,2,1325.0,2.0,71.55,161
754,Electronics City Phase 1,2,950.0,2.0,31.0,76
755,Jakkur,3,1396.0,2.0,86.51,110
756,Rachenahalli,2,1050.0,2.0,52.07,183
757,Thanisandra,3,1825.0,3.0,100.0,209
758,7th Phase JP Nagar,2,1190.0,2.0,49.98,6
759,Marathahalli,2,1220.0,2.0,56.5,161
760,NRI Layout,3,1565.0,2.0,75.0,168
761,Hennur Road,3,1891.0,3.0,109.0,96
762,others,2,900.0,2.0,27.0,230
763,Hosa Road,2,1161.0,2.0,55.15,101
764,Yeshwanthpur,1,665.0,1.0,36.85,229
765,Hoodi,2,1425.0,2.0,80.0,97
766,others,3,1200.0,3.0,56.12,230
767,Somasundara Palya,2,1255.0,2.0,67.0,202
768,Hegde Nagar,3,2112.95,4.0,145.0,94
769,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,184
770,Haralur Road,3,1810.0,3.0,100.0,90
771,Indira Nagar,2,1200.0,2.0,93.0,108
772,Harlur,2,1033.0,2.0,49.0,91
773,others,3,1548.0,3.0,89.5,230
774,Horamavu Banaswadi,3,1611.0,3.0,66.0,99
775,Electronic City Phase II,3,1400.0,2.0,40.43,75
776,Vidyaranyapura,3,1485.0,2.0,67.0,219
777,Margondanahalli,2,2400.0,2.0,82.0,162
778,others,2,1025.0,2.0,44.5,230
779,others,2,1225.0,2.0,53.0,230
780,5th Phase JP Nagar,2,1256.0,2.0,62.8,4
781,Whitefield,4,2268.0,3.0,163.0,224
782,Kanakpura Road,3,1100.0,3.0,53.0,127
783,others,2,1141.0,2.0,62.0,230
784,Attibele,1,400.0,1.0,12.0,21
785,Chandapura,2,1400.0,2.0,60.0,55
786,others,1,1576.0,1.0,110.0,230
787,others,2,1175.0,2.0,48.27,230
788,Sahakara Nagar,2,1100.0,2.0,56.0,190
789,Kanakpura Road,3,1843.0,3.0,95.84,127
790,Horamavu Banaswadi,2,1460.0,2.0,80.5,99
791,Rachenahalli,3,1530.0,2.0,74.5,183
792,HSR Layout,2,1467.0,2.0,55.0,89
793,others,1,950.0,1.0,40.0,230
794,Vittasandra,2,1246.0,2.0,64.5,223
795,Kanakapura,1,711.0,1.0,38.0,126
796,Haralur Road,2,1194.0,2.0,46.0,90
797,Babusapalaya,3,1358.0,2.0,43.4,24
798,Hoodi,2,1420.0,2.0,75.0,97
799,Kathriguppe,3,1250.0,2.0,68.75,132
800,Akshaya Nagar,2,1280.0,2.0,58.0,11
801,others,2,1209.0,2.0,50.0,230
802,others,5,4200.0,5.0,225.0,230
803,Panathur,3,1315.0,2.0,54.8,180
804,others,3,1800.0,3.0,90.0,230
805,others,5,1600.0,4.0,125.0,230
806,TC Palaya,3,1600.0,2.0,65.0,207
807,others,3,1563.0,3.0,52.0,230
808,Whitefield,3,1560.0,2.0,72.0,224
809,Brookefield,3,2169.0,4.0,115.0,51
810,Rachenahalli,2,1050.0,2.0,55.5,183
811,Iblur Village,3,3235.0,3.0,235.0,107
812,TC Palaya,3,1200.0,3.0,66.0,207
813,HSR Layout,2,1140.0,2.0,46.0,89
814,Horamavu Agara,3,1560.0,3.0,75.0,98
815,JP Nagar,2,1100.0,2.0,70.0,109
816,Kasavanhalli,3,1260.0,2.0,40.32,130
817,Hebbal,2,1036.0,2.0,50.0,92
818,Akshaya Nagar,3,1662.0,3.0,85.1,11
819,Yelachenahalli,3,1464.0,2.0,105.0,225
820,Yelahanka,2,1234.0,2.0,80.0,226
821,Sarjapur  Road,3,1403.0,3.0,55.0,194
822,Seegehalli,3,1150.0,2.0,42.9,198
823,Kanakapura,2,929.0,2.0,46.0,126
824,TC Palaya,3,1350.0,2.0,75.0,207
825,others,2,1135.0,2.0,39.73,230
826,others,2,1405.0,2.0,70.0,230
827,Whitefield,2,1200.0,2.0,45.84,224
828,Haralur Road,4,2805.0,4.0,154.0,90
829,Yeshwanthpur,2,1161.0,2.0,64.08,229
830,Kanakpura Road,2,1290.0,2.0,74.0,127
831,Yeshwanthpur,3,2557.0,3.0,141.0,229
832,others,3,1480.0,3.0,90.0,230
833,Old Madras Road,3,1350.0,3.0,54.54,177
834,Kadugodi,3,1580.0,2.0,65.0,117
835,Banashankari,3,1470.0,2.0,88.64,26
836,Sarjapur  Road,2,1346.0,2.0,61.92,194
837,others,3,1600.0,3.0,90.0,230
838,others,2,1200.0,2.0,35.0,230
839,Channasandra,3,1340.0,2.0,48.33,56
840,Jigani,2,918.0,2.0,48.0,113
841,others,3,1500.0,3.0,115.0,230
842,Yelahanka,2,1315.0,2.0,85.0,226
843,Uttarahalli,3,1390.0,2.0,62.55,216
844,Uttarahalli,3,1330.0,2.0,56.0,216
845,others,3,1824.0,3.0,125.0,230
846,7th Phase JP Nagar,3,1420.0,2.0,96.0,6
847,others,1,750.0,1.0,56.25,230
848,Jalahalli East,3,1260.0,2.0,60.0,112
849,Hennur Road,3,1561.0,3.0,95.0,96
850,others,2,1060.0,2.0,42.0,230
851,Haralur Road,2,1225.0,2.0,67.38,90
852,Thanisandra,3,2144.0,3.0,135.0,209
853,Electronic City,2,880.0,2.0,29.0,74
854,Hoodi,3,1639.0,3.0,110.0,97
855,Thanisandra,3,1240.0,2.0,62.0,209
856,Kanakpura Road,2,1500.0,2.0,69.0,127
857,Haralur Road,2,1243.0,2.0,46.0,90
858,Marathahalli,3,1575.0,3.0,78.0,161
859,Kambipura,3,1082.0,2.0,56.0,123
860,Konanakunte,3,1637.0,3.0,73.0,143
861,Kanakpura Road,3,1665.0,3.0,86.58,127
862,Electronic City,2,1265.0,2.0,56.93,74
863,Electronic City,3,1691.0,2.0,102.0,74
864,Thanisandra,2,1100.0,2.0,38.0,209
865,others,3,1500.0,3.0,62.0,230
866,Choodasandra,2,1115.0,2.0,50.0,60
867,Mysore Road,2,1070.0,2.0,45.0,166
868,Budigere,2,1162.0,2.0,57.0,52
869,others,2,1339.0,2.0,55.0,230
870,Mahadevpura,2,1192.0,2.0,75.0,156
871,Haralur Road,3,1920.0,3.0,115.0,90
872,Hennur,2,1255.0,2.0,52.32,95
873,others,3,1600.0,3.0,75.0,230
874,others,2,1225.0,2.0,55.11,230
875,Whitefield,4,2400.0,4.0,200.0,224
876,Kasturi Nagar,3,1570.0,3.0,80.0,131
877,Thanisandra,2,1093.0,2.0,70.0,209
878,Basaveshwara Nagar,3,1865.0,3.0,145.0,36
879,Kaikondrahalli,2,1039.0,2.0,80.0,120
880,Whitefield,3,1985.0,3.0,75.0,224
881,Hosakerehalli,3,1590.0,3.0,49.0,102
882,Electronic City Phase II,2,775.0,2.0,38.0,75
883,others,2,1000.0,2.0,50.0,230
884,Bommasandra,2,1035.0,2.0,41.0,48
885,Dasarahalli,3,1520.0,2.0,75.0,64
886,Whitefield,2,1360.0,2.0,95.0,224
887,others,4,6000.0,5.0,400.0,230
888,Kodigehaali,2,1117.0,2.0,56.0,139
889,EPIP Zone,2,1330.0,2.0,92.5,73
890,Marathahalli,3,1937.0,3.0,160.0,161
891,Electronic City,2,1128.0,2.0,65.49,74
892,Neeladri Nagar,2,1053.0,2.0,45.0,173
893,Panathur,2,1198.0,2.0,77.0,180
894,Marathahalli,2,1152.0,2.0,56.0,161
895,Frazer Town,2,1625.0,2.0,75.0,77
896,Kundalahalli,3,1397.0,3.0,105.0,150
897,Kaggalipura,1,700.0,1.0,38.0,119
898,Yelahanka,2,1170.0,2.0,62.5,226
899,Kanakpura Road,3,1200.0,2.0,42.0,127
900,others,3,2400.0,3.0,170.0,230
901,others,2,1480.0,2.0,65.0,230
902,Akshaya Nagar,3,1897.0,3.0,120.0,11
903,Rachenahalli,2,996.0,2.0,67.0,183
904,Haralur Road,3,1875.0,3.0,110.0,90
905,others,3,1500.0,2.0,98.0,230
906,Yelahanka,3,1450.0,3.0,65.255,226
907,Yelahanka,1,697.0,1.0,45.0,226
908,Sarjapur  Road,1,710.0,1.0,27.0,194
909,others,2,910.0,2.0,30.5,230
910,Sompura,3,1025.0,2.0,48.0,203
911,Magadi Road,2,1000.0,2.0,46.5,155
912,Horamavu Agara,3,1453.0,2.0,46.48,98
913,Thanisandra,2,971.5,2.0,36.435,209
914,Bellandur,2,1281.0,2.0,74.0,40
915,Cooke Town,1,565.0,1.0,35.0,61
916,Varthur,2,1024.0,2.0,42.0,217
917,Electronic City,3,1620.0,3.0,62.0,74
918,Whitefield,2,1254.0,2.0,40.0,224
919,Banashankari,3,1300.0,2.0,75.0,26
920,Doddakallasandra,2,1233.0,2.0,43.0,69
921,Hosur Road,3,1510.0,2.0,105.0,104
922,Kaggalipura,2,950.0,2.0,65.0,119
923,Battarahalli,3,1945.0,3.0,97.42,37
924,Uttarahalli,2,1008.0,2.0,45.0,216
925,Thanisandra,3,1265.0,2.0,79.0,209
926,Hebbal,3,1255.0,2.0,77.68,92
927,Kanakpura Road,4,2689.0,6.0,220.0,127
928,Yelenahalli,2,1200.0,2.0,46.17,228
929,Sarjapur  Road,3,1403.0,3.0,51.63,194
930,Kudlu Gate,3,1535.0,3.0,85.0,148
931,others,3,1500.0,3.0,100.0,230
932,Chamrajpet,3,1475.0,2.0,120.0,54
933,Uttarahalli,3,1390.0,2.0,60.47,216
934,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,184
935,others,2,1133.0,2.0,55.0,230
936,others,5,2900.0,5.0,90.0,230
937,Kogilu,2,1170.0,2.0,51.99,142
938,Whitefield,3,1697.0,3.0,94.79,224
939,Thanisandra,3,1651.0,3.0,97.38,209
940,Hennur Road,3,1192.0,2.0,60.0,96
941,OMBR Layout,2,1078.0,2.0,65.0,175
942,Kasavanhalli,2,1349.0,2.0,78.0,130
943,7th Phase JP Nagar,3,1680.0,3.0,120.0,6
944,Rayasandra,3,1314.0,2.0,63.0,189
945,Garudachar Palya,2,1060.0,2.0,48.7,79
946,Kalyan nagar,2,820.0,2.0,39.0,122
947,Whitefield,4,5000.0,4.0,400.0,224
948,others,3,2000.0,3.0,85.0,230
949,others,2,856.0,2.0,40.0,230
950,Rajaji Nagar,3,1621.0,4.0,130.0,185
951,others,3,1200.0,3.0,68.4,230
952,Bannerghatta Road,3,1484.0,3.0,52.5,34
953,others,4,14000.0,3.0,800.0,230
954,Yelahanka New Town,1,500.0,1.0,20.0,227
955,others,1,485.0,1.0,15.0,230
956,7th Phase JP Nagar,2,1050.0,2.0,42.0,6
957,Uttarahalli,3,1617.0,3.0,66.68,216
958,others,3,1384.0,3.0,62.28,230
959,Devanahalli,2,1408.0,2.0,85.0,65
960,Uttarahalli,2,1150.0,2.0,49.0,216
961,Akshaya Nagar,3,1410.0,2.0,75.0,11
962,Kaggadasapura,4,2150.0,4.0,100.0,118
963,others,3,1508.0,3.0,70.25,230
964,Ramamurthy Nagar,2,1040.0,2.0,50.0,188
965,TC Palaya,2,1240.0,2.0,60.0,207
966,Kudlu Gate,3,1535.0,3.0,78.0,148
967,Lakshminarayana Pura,2,1180.0,2.0,75.0,153
968,Abbigere,6,2200.0,6.0,68.0,10
969,Bannerghatta Road,2,1400.0,2.0,78.0,34
970,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,184
971,Sarjapur  Road,3,1984.0,4.0,146.0,194
972,Whitefield,4,3000.0,5.0,250.0,224
973,Garudachar Palya,3,1960.0,3.0,160.0,79
974,Sarjapur  Road,2,1035.0,2.0,45.0,194
975,others,4,2150.0,4.0,80.0,230
976,Whitefield,3,1700.0,3.0,115.0,224
977,Hosakerehalli,4,3024.0,5.0,248.0,102
978,Tumkur Road,3,1586.0,3.0,100.0,214
979,Hennur,3,2264.0,2.0,155.0,95
980,Chikka Tirupathi,4,2325.0,4.0,120.0,57
981,Yelahanka,2,1120.0,2.0,55.0,226
982,Yelahanka,3,1662.0,2.0,67.98,226
983,Sarjapur  Road,2,1128.0,2.0,59.0,194
984,Jigani,2,924.0,2.0,65.0,113
985,others,3,1600.0,3.0,52.0,230
986,Pai Layout,2,1006.0,2.0,35.0,179
987,Amruthahalli,2,1200.0,2.0,55.0,14
988,others,2,1250.0,2.0,62.0,230
989,Kannamangala,2,957.0,2.0,56.0,128
990,Whitefield,2,1140.0,2.0,41.0,224
991,others,2,1050.0,2.0,67.0,230
992,Kasturi Nagar,3,1565.0,3.0,88.5,131
993,Whitefield,2,1190.0,2.0,57.0,224
994,Whitefield,3,2842.0,3.0,162.0,224
995,Kanakpura Road,3,1558.67,2.0,65.0,127
996,Electronics City Phase 1,1,630.0,1.0,39.0,76
997,Whitefield,3,1403.0,2.0,60.81,224
998,Kanakpura Road,3,1542.0,2.0,85.0,127
999,Haralur Road,4,2750.0,4.0,220.0,90
1000,Iblur Village,4,3596.0,5.0,290.0,107
1001,Kengeri Satellite Town,3,1635.0,2.0,78.0,136
1002,Mysore Road,2,1239.0,2.0,53.0,166
1003,others,3,1596.0,3.0,105.0,230
1004,Channasandra,2,1009.0,2.0,38.34,56
1005,Hosa Road,3,1726.0,3.0,81.99,101
1006,Kudlu Gate,3,1535.0,3.0,86.0,148
1007,Banashankari Stage V,3,1300.0,2.0,58.5,29
1008,others,3,1800.0,3.0,80.0,230
1009,Binny Pete,1,665.0,1.0,50.75,45
1010,TC Palaya,3,1500.0,2.0,100.0,207
1011,others,2,925.0,2.0,48.0,230
1012,Old Airport Road,4,3356.0,4.0,251.0,176
1013,others,2,1395.0,2.0,63.59,230
1014,Sonnenahalli,3,1415.0,2.0,55.0,204
1015,Begur,3,1419.0,2.0,59.0,38
1016,Kasavanhalli,2,1121.0,2.0,78.0,130
1017,Kambipura,3,1082.0,2.0,45.0,123
1018,KR Puram,2,1100.0,2.0,47.0,115
1019,Hoodi,3,1606.0,3.0,89.55,97
1020,Billekahalli,3,1650.0,3.0,88.0,44
1021,Old Airport Road,2,1206.0,2.0,75.0,176
1022,Sarjapur  Road,3,1495.0,2.0,64.0,194
1023,Balagere,2,1210.0,2.0,72.0,25
1024,Nagarbhavi,3,1523.0,2.0,53.4,169
1025,Whitefield,2,1232.0,2.0,45.0,224
1026,Rachenahalli,1,680.0,1.0,44.0,183
1027,Hebbal,3,1355.0,3.0,83.87,92
1028,Thanisandra,3,1430.0,2.0,51.46,209
1029,Kothannur,3,1275.0,2.0,43.85,145
1030,Electronic City,2,1070.0,2.0,56.1,74
1031,others,3,1200.0,3.0,85.0,230
1032,Electronic City,4,2000.0,4.0,120.0,74
1033,Bommanahalli,2,1200.0,2.0,40.0,47
1034,Marathahalli,3,1610.0,3.0,90.0,161
1035,Haralur Road,2,1140.0,2.0,43.0,90
1036,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65,184
1037,Jakkur,4,3467.86,6.0,249.0,110
1038,Rachenahalli,3,1530.0,2.0,74.4,183
1039,7th Phase JP Nagar,2,980.0,2.0,69.0,6
1040,Whitefield,3,1485.0,3.0,65.0,224
1041,Thanisandra,2,1265.0,2.0,85.0,209
1042,others,2,1132.0,2.0,67.0,230
1043,others,2,1262.0,2.0,63.0,230
1044,JP Nagar,2,940.0,2.0,49.0,109
1045,others,3,1515.0,3.0,88.0,230
1046,Kothanur,3,1840.0,3.0,69.0,146
1047,Electronic City,2,890.0,2.0,45.0,74
1048,others,3,1655.0,3.0,86.06,230
1049,Hennur Road,3,2060.0,3.0,149.0,96
1050,Bommanahalli,3,1730.0,3.0,96.0,47
1051,Yelahanka,3,2195.0,4.0,127.0,226
1052,Kathriguppe,3,1650.0,3.0,125.0,132
1053,KR Puram,2,1200.0,2.0,71.0,115
1054,Hosa Road,2,1079.0,2.0,32.37,101
1055,Panathur,2,1085.0,2.0,36.0,180
1056,Yelahanka,2,1075.0,2.0,51.5,226
1057,others,2,1380.0,2.0,80.0,230
1058,others,3,1450.0,3.0,65.0,230
1059,Thubarahalli,2,1200.0,2.0,78.0,211
1060,Hoodi,3,1639.0,3.0,98.32,97
1061,others,2,1200.0,2.0,54.0,230
1062,Vijayanagar,3,1739.0,3.0,116.0,220
1063,Old Madras Road,2,935.0,2.0,32.72,177
1064,others,2,1178.0,2.0,47.0,230
1065,Chikkalasandra,3,1375.0,2.0,50.0,59
1066,Chandapura,3,1065.0,2.0,33.0,55
1067,others,3,1450.0,2.0,50.75,230
1068,others,2,999.0,2.0,45.0,230
1069,Kothannur,2,1100.0,2.0,40.0,145
1070,Hoodi,4,2090.0,4.0,95.1,97
1071,Lingadheeranahalli,3,1519.0,3.0,93.0,154
1072,Dommasandra,3,1267.0,3.0,56.0,72
1073,Sanjay nagar,2,1150.0,2.0,72.2,191
1074,Marathahalli,2,1146.0,2.0,70.0,161
1075,Kannamangala,3,1550.0,3.0,65.0,128
1076,Electronics City Phase 1,1,785.0,1.0,55.0,76
1077,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0,184
1078,Bellandur,2,921.0,2.0,40.0,40
1079,Bannerghatta Road,5,2700.0,5.0,158.0,34
1080,Sarjapur  Road,3,1700.0,3.0,110.0,194
1081,Sarjapur,2,1020.0,2.0,35.0,193
1082,Billekahalli,2,1090.0,2.0,52.0,44
1083,others,4,3600.0,4.0,300.0,230
1084,Thanisandra,2,1185.0,2.0,42.1,209
1085,Doddathoguru,2,850.0,2.0,25.0,70
